	EventID	SubjectUserName	Time
120	4690	pgustavo	1603355392.0
121	12		1603355392.0
122	7		1603355392.0
123	4658	pgustavo	1603355392.0
124	7		1603355393.0
125	4656	pgustavo	1603355392.0
126	4658	pgustavo	1603355392.0
127	7		1603355393.0
128	4690	pgustavo	1603355392.0
129	7		1603355393.0
130	4658	pgustavo	1603355392.0
131	7		1603355393.0
132	4656	pgustavo	1603355392.0
133	10		1603355393.0
134	4673	pgustavo	1603355392.0
135	10		1603355393.0
136	4673	pgustavo	1603355392.0
137	5158		1603355393.0
138	12		1603355392.0
139	12		1603355392.0
140	12		1603355392.0
141	12		1603355392.0
142	12		1603355392.0
143	12		1603355392.0
144	12		1603355392.0
145	12		1603355392.0
146	12		1603355392.0
147	12		1603355392.0
148	12		1603355392.0
149	12		1603355392.0
150	12		1603355392.0
151	13		1603355392.0
152	12		1603355392.0
153	13		1603355392.0
154	12		1603355392.0
155	13		1603355392.0
156	12		1603355392.0
157	13		1603355392.0
158	12		1603355392.0
159	13		1603355392.0
160	12		1603355392.0
161	13		1603355392.0
162	12		1603355392.0
163	13		1603355392.0
164	12		1603355392.0
165	13		1603355392.0
166	12		1603355392.0
167	13		1603355392.0
168	12		1603355392.0
169	13		1603355392.0
170	12		1603355392.0
171	13		1603355392.0
172	12		1603355392.0
173	13		1603355392.0
174	12		1603355392.0
175	13		1603355392.0
176	12		1603355392.0
177	13		1603355392.0
178	12		1603355392.0
179	13		1603355392.0
180	12		1603355392.0
181	13		1603355392.0
182	12		1603355392.0
183	13		1603355392.0
184	12		1603355392.0
185	13		1603355392.0
186	12		1603355392.0
187	13		1603355392.0
188	12		1603355392.0
189	13		1603355392.0
190	12		1603355392.0
191	5158		1603355392.0
192	13		1603355392.0
193	5156		1603355392.0
194	12		1603355392.0
195	4703	MORDORDC$	1603355393.0
196	13		1603355392.0
197	4703	MORDORDC$	1603355393.0
198	4688	MORDORDC$	1603355393.0
199	13		1603355392.0
200	5156		1603355393.0
201	13		1603355392.0
202	4690	MORDORDC$	1603355393.0
203	13		1603355392.0
204	4658	MORDORDC$	1603355393.0
205	13		1603355392.0
206	4656	MORDORDC$	1603355393.0
207	13		1603355392.0
208	13		1603355392.0
209	4663	MORDORDC$	1603355393.0
210	4658	MORDORDC$	1603355393.0
211	13		1603355392.0
212	4703	MORDORDC$	1603355393.0
213	13		1603355392.0
214	13		1603355392.0
215	4703	MORDORDC$	1603355393.0
216	4703	MORDORDC$	1603355393.0
217	13		1603355392.0
218	4703	MORDORDC$	1603355393.0
219	13		1603355392.0
220	13		1603355392.0
221	5156		1603355393.0
222	13		1603355392.0
223	4703	MORDORDC$	1603355393.0
224	5158		1603355393.0
225	13		1603355392.0
226	5156		1603355393.0
227	13		1603355392.0
228	13		1603355392.0
229	4703	MORDORDC$	1603355393.0
230	12		1603355392.0
231	4703	MORDORDC$	1603355393.0
232	13		1603355392.0
233	4703	MORDORDC$	1603355393.0
234	13		1603355392.0
235	5156		1603355393.0
236	4672	pgustavo	1603355393.0
237	13		1603355392.0
238	13		1603355392.0
239	4624	-	1603355393.0
240	13		1603355392.0
241	4627	-	1603355393.0
242	4703	MORDORDC$	1603355393.0
243	12		1603355392.0
244	4690	MORDORDC$	1603355393.0
245	4658	MORDORDC$	1603355393.0
246	13		1603355392.0
247	4656	MORDORDC$	1603355393.0
248	12		1603355392.0
249	4658	MORDORDC$	1603355393.0
250	13		1603355392.0
251	4690	MORDORDC$	1603355393.0
252	4658	MORDORDC$	1603355393.0
253	12		1603355392.0
254	4656	MORDORDC$	1603355393.0
255	13		1603355392.0
256	4658	MORDORDC$	1603355393.0
257	12		1603355392.0
258	4690	MORDORDC$	1603355393.0
259	13		1603355392.0
260	12		1603355393.0
261	4658	MORDORDC$	1603355393.0
262	12		1603355393.0
263	4656	MORDORDC$	1603355393.0
264	4658	MORDORDC$	1603355393.0
265	12		1603355393.0
266	12		1603355393.0
267	4634		1603355393.0
268	4690	MORDORDC$	1603355393.0
269	12		1603355393.0
270	4658	MORDORDC$	1603355393.0
271	1		1603355393.0
272	4656	MORDORDC$	1603355393.0
273	4658	MORDORDC$	1603355393.0
274	10		1603355393.0
275	4690	MORDORDC$	1603355393.0
276	10		1603355393.0
277	4658	MORDORDC$	1603355393.0
278	7		1603355393.0
279	4656	MORDORDC$	1603355393.0
280	7		1603355393.0
281	7		1603355393.0
282	4658	MORDORDC$	1603355393.0
283	4690	MORDORDC$	1603355393.0
284	7		1603355393.0
285	4658	MORDORDC$	1603355393.0
286	7		1603355393.0
287	4656	MORDORDC$	1603355393.0
288	7		1603355393.0
289	5156		1603355393.0
290	7		1603355393.0
291	4690	MORDORDC$	1603355393.0
292	7		1603355393.0
293	4658	MORDORDC$	1603355393.0
294	7		1603355393.0
295	4656	MORDORDC$	1603355393.0
296	7		1603355393.0
297	4658	MORDORDC$	1603355393.0
298	7		1603355393.0
299	4690	MORDORDC$	1603355393.0
300	7		1603355393.0
301	4658	MORDORDC$	1603355393.0
302	7		1603355393.0
303	4656	MORDORDC$	1603355393.0
304	7		1603355393.0
305	4658	MORDORDC$	1603355393.0
306	7		1603355393.0
307	4672	pgustavo	1603355393.0
308	12		1603355393.0
309	12		1603355393.0
310	4624	-	1603355393.0
311	7		1603355393.0
312	4627	-	1603355393.0
313	4658	MORDORDC$	1603355393.0
314	7		1603355393.0
315	4690	MORDORDC$	1603355393.0
316	7		1603355393.0
317	4658	MORDORDC$	1603355393.0
318	7		1603355393.0
319	4656	MORDORDC$	1603355393.0
320	7		1603355393.0
321	4658	MORDORDC$	1603355393.0
322	7		1603355393.0
323	4690	MORDORDC$	1603355393.0
324	7		1603355393.0
325	10		1603355393.0
326	4658	MORDORDC$	1603355393.0
327	4656	MORDORDC$	1603355393.0
328	10		1603355393.0
329	7		1603355393.0
330	7		1603355393.0
331	7		1603355393.0
332	7		1603355393.0
333	10		1603355393.0
334	12		1603355393.0
335	7		1603355393.0
336	7		1603355393.0
337	7		1603355393.0
338	7		1603355393.0
339	7		1603355393.0
340	7		1603355393.0
341	7		1603355393.0
342	7		1603355393.0
343	7		1603355393.0
344	7		1603355393.0
345	600		1603355393.0
346	7		1603355393.0
347	600		1603355393.0
348	7		1603355393.0
349	600		1603355393.0
350	7		1603355393.0
351	600		1603355393.0
352	7		1603355393.0
353	600		1603355393.0
354	7		1603355393.0
355	600		1603355393.0
356	7		1603355393.0
357	11		1603355393.0
358	11		1603355393.0
359	7		1603355393.0
360	7		1603355393.0
361	7		1603355393.0
362	400		1603355393.0
363	7		1603355393.0
364	7		1603355393.0
365	7		1603355393.0
366	7		1603355393.0
367	11		1603355393.0
368	7		1603355393.0
369	7		1603355393.0
370	7		1603355393.0
371	7		1603355393.0
372	7		1603355393.0
373	7		1603355393.0
374	7		1603355393.0
375	7		1603355393.0
376	7		1603355393.0
377	7		1603355393.0
378	7		1603355393.0
379	7		1603355393.0
380	7		1603355393.0
381	7		1603355393.0
382	7		1603355393.0
383	7		1603355393.0
384	7		1603355393.0
385	7		1603355393.0
386	7		1603355393.0
387	7		1603355393.0
388	7		1603355393.0
389	7		1603355393.0
390	12		1603355393.0
391	7		1603355393.0
392	7		1603355393.0
393	7		1603355393.0
394	7		1603355393.0
395	7		1603355393.0
396	7		1603355393.0
397	7		1603355393.0
398	7		1603355393.0
399	7		1603355393.0
400	10		1603355393.0
401	7		1603355393.0
402	10		1603355393.0
403	7		1603355393.0
404	12		1603355393.0
405	7		1603355393.0
406	7		1603355393.0
407	7		1603355393.0
408	7		1603355393.0
409	7		1603355393.0
410	7		1603355393.0
411	7		1603355393.0
412	7		1603355393.0
413	7		1603355393.0
414	7		1603355393.0
415	12		1603355393.0
416	12		1603355393.0
417	7		1603355393.0
418	12		1603355393.0
419	7		1603355393.0
420	7		1603355393.0
421	11		1603355393.0
422	11		1603355393.0
423	12		1603355393.0
424	12		1603355393.0
425	12		1603355393.0
426	7		1603355393.0
427	12		1603355393.0
428	7		1603355393.0
429	12		1603355393.0
430	7		1603355393.0
431	7		1603355393.0
432	7		1603355393.0
433	7		1603355393.0
434	7		1603355393.0
435	7		1603355393.0
436	7		1603355393.0
437	7		1603355393.0
438	7		1603355393.0
439	7		1603355393.0
440	7		1603355393.0
441	7		1603355393.0
442	10		1603355393.0
443	7		1603355393.0
444	7		1603355393.0
445	10		1603355393.0
446	23		1603355393.0
447	7		1603355393.0
448	23		1603355393.0
449	7		1603355393.0
450	7		1603355393.0
451	7		1603355393.0
452	7		1603355393.0
453	7		1603355393.0
454	7		1603355393.0
455	7		1603355393.0
456	10		1603355393.0
457	12		1603355393.0
458	12		1603355393.0
459	10		1603355393.0
460	23		1603355393.0
461	17		1603355393.0
462	11		1603355393.0
463	7		1603355393.0
464	13		1603355393.0
465	7		1603355393.0
466	13		1603355393.0
467	7		1603355393.0
468	12		1603355393.0
469	7		1603355393.0
470	7		1603355393.0
471	7		1603355393.0
472	7		1603355393.0
473	7		1603355393.0
474	7		1603355393.0
475	7		1603355393.0
476	7		1603355393.0
477	7		1603355393.0
478	12		1603355393.0
479	10		1603355393.0
480	13		1603355393.0
481	13		1603355393.0
482	10		1603355393.0
483	13		1603355393.0
484	7		1603355393.0
485	13		1603355393.0
486	12		1603355393.0
487	13		1603355393.0
488	12		1603355393.0
489	13		1603355393.0
490	12		1603355393.0
491	13		1603355393.0
492	12		1603355393.0
493	13		1603355393.0
494	12		1603355393.0
495	7		1603355393.0
496	12		1603355393.0
497	7		1603355393.0
498	12		1603355393.0
499	12		1603355393.0
500	12		1603355393.0
501	12		1603355393.0
502	12		1603355393.0
503	12		1603355393.0
504	12		1603355393.0
505	12		1603355393.0
506	12		1603355393.0
507	12		1603355393.0
508	10		1603355393.0
509	12		1603355393.0
510	10		1603355393.0
511	12		1603355393.0
512	10		1603355393.0
513	12		1603355393.0
514	7		1603355393.0
515	12		1603355393.0
516	7		1603355393.0
517	12		1603355393.0
518	10		1603355393.0
519	12		1603355393.0
520	12		1603355393.0
521	12		1603355393.0
522	12		1603355393.0
523	12		1603355393.0
524	12		1603355393.0
525	12		1603355393.0
526	12		1603355393.0
527	12		1603355393.0
528	12		1603355393.0
529	12		1603355393.0
530	12		1603355393.0
531	12		1603355393.0
532	800		1603355393.0
533	12		1603355393.0
534	12		1603355393.0
535	12		1603355393.0
536	12		1603355393.0
537	12		1603355393.0
538	12		1603355393.0
539	12		1603355393.0
540	12		1603355393.0
541	12		1603355393.0
542	12		1603355393.0
543	12		1603355393.0
544	12		1603355393.0
545	12		1603355393.0
546	12		1603355393.0
547	12		1603355393.0
548	12		1603355393.0
549	12		1603355393.0
550	12		1603355393.0
551	12		1603355393.0
552	12		1603355393.0
553	12		1603355393.0
554	12		1603355393.0
555	12		1603355393.0
556	12		1603355393.0
557	12		1603355393.0
558	12		1603355393.0
559	12		1603355393.0
560	12		1603355393.0
561	12		1603355393.0
562	12		1603355393.0
563	12		1603355393.0
564	12		1603355393.0
565	12		1603355393.0
566	12		1603355393.0
567	12		1603355393.0
568	800		1603355393.0
569	12		1603355393.0
570	12		1603355393.0
571	12		1603355393.0
572	12		1603355393.0
573	800		1603355393.0
574	12		1603355393.0
575	5857		1603355393.0
576	800		1603355393.0
577	12		1603355393.0
578	53504		1603355393.0
579	800		1603355393.0
580	12		1603355393.0
581	4105		1603355393.0
582	800		1603355394.0
583	12		1603355393.0
584	4106		1603355393.0
585	12		1603355393.0
586	4105		1603355393.0
587	12		1603355393.0
588	4106		1603355393.0
589	12		1603355393.0
590	4103		1603355393.0
591	12		1603355393.0
592	4105		1603355393.0
593	10		1603355393.0
594	12		1603355393.0
595	4105		1603355393.0
596	10		1603355393.0
597	12		1603355393.0
598	4106		1603355393.0
599	12		1603355393.0
600	4105		1603355393.0
601	12		1603355393.0
602	10		1603355393.0
603	4106		1603355393.0
604	12		1603355393.0
605	12		1603355393.0
606	4103		1603355393.0
607	12		1603355393.0
608	4104		1603355393.0
609	10		1603355393.0
610	12		1603355393.0
611	10		1603355393.0
612	4105		1603355393.0
613	12		1603355393.0
614	4103		1603355394.0
615	12		1603355393.0
616	4106		1603355394.0
617	10		1603355393.0
618	12		1603355393.0
619	4103		1603355394.0
620	12		1603355393.0
621	10		1603355393.0
622	4103		1603355394.0
623	12		1603355393.0
624	4106		1603355394.0
625	12		1603355393.0
626	10		1603355393.0
627	4103		1603355394.0
628	12		1603355393.0
629	10		1603355393.0
630	12		1603355393.0
631	10		1603355393.0
632	12		1603355393.0
633	10		1603355393.0
634	12		1603355393.0
635	10		1603355393.0
636	12		1603355393.0
637	7		1603355393.0
638	12		1603355393.0
639	7		1603355393.0
640	12		1603355393.0
641	1		1603355393.0
642	10		1603355393.0
643	12		1603355393.0
644	12		1603355393.0
645	10		1603355393.0
646	12		1603355393.0
647	7		1603355393.0
648	12		1603355393.0
649	7		1603355393.0
650	12		1603355393.0
651	7		1603355393.0
652	12		1603355393.0
653	7		1603355393.0
654	12		1603355393.0
655	7		1603355393.0
656	12		1603355393.0
657	7		1603355393.0
658	12		1603355393.0
659	7		1603355393.0
660	12		1603355393.0
661	7		1603355393.0
662	12		1603355393.0
663	12		1603355393.0
664	12		1603355393.0
665	12		1603355393.0
666	7		1603355393.0
667	12		1603355393.0
668	7		1603355393.0
669	800		1603355394.0
670	12		1603355393.0
671	7		1603355393.0
672	12		1603355393.0
673	12		1603355393.0
674	7		1603355393.0
675	12		1603355393.0
676	12		1603355393.0
677	12		1603355393.0
678	12		1603355393.0
679	7		1603355393.0
680	7		1603355393.0
681	12		1603355393.0
682	12		1603355393.0
683	800		1603355394.0
684	12		1603355393.0
685	7		1603355393.0
686	5158		1603355393.0
687	800		1603355394.0
688	12		1603355393.0
689	5156		1603355393.0
690	7		1603355393.0
691	12		1603355393.0
692	800		1603355394.0
693	7		1603355393.0
694	5158		1603355393.0
695	800		1603355394.0
696	7		1603355393.0
697	10		1603355393.0
698	5156		1603355393.0
699	10		1603355393.0
700	7		1603355393.0
701	12		1603355393.0
702	12		1603355393.0
703	12		1603355393.0
704	12		1603355393.0
705	5158		1603355393.0
706	12		1603355393.0
707	7		1603355393.0
708	12		1603355393.0
709	5156		1603355393.0
710	12		1603355393.0
711	12		1603355393.0
712	7		1603355393.0
713	5158		1603355393.0
714	12		1603355393.0
715	7		1603355393.0
716	5156		1603355393.0
717	12		1603355393.0
718	7		1603355393.0
719	5158		1603355393.0
720	12		1603355393.0
721	7		1603355393.0
722	800		1603355394.0
723	5156		1603355393.0
724	12		1603355393.0
725	7		1603355393.0
726	12		1603355393.0
727	5158		1603355393.0
728	7		1603355393.0
729	12		1603355393.0
730	5158		1603355393.0
731	7		1603355393.0
732	12		1603355393.0
733	5156		1603355393.0
734	7		1603355393.0
735	5158		1603355393.0
736	12		1603355393.0
737	7		1603355393.0
738	5158		1603355393.0
739	12		1603355393.0
740	7		1603355393.0
741	12		1603355393.0
742	800		1603355394.0
743	5156		1603355393.0
744	800		1603355394.0
745	7		1603355394.0
746	12		1603355393.0
747	5158		1603355393.0
748	7		1603355394.0
749	12		1603355393.0
750	5156		1603355393.0
751	7		1603355394.0
752	12		1603355393.0
753	12		1603355393.0
754	10		1603355394.0
755	4690	pgustavo	1603355393.0
756	12		1603355393.0
757	10		1603355394.0
758	4658	pgustavo	1603355393.0
759	12		1603355393.0
760	4656	pgustavo	1603355393.0
761	7		1603355394.0
762	7		1603355393.0
763	7		1603355393.0
764	4663	pgustavo	1603355393.0
765	12		1603355394.0
766	4658	pgustavo	1603355393.0
767	7		1603355393.0
768	7		1603355394.0
769	7		1603355393.0
770	1		1603355394.0
771	5158		1603355393.0
772	10		1603355394.0
773	12		1603355393.0
774	5156		1603355393.0
775	5158		1603355393.0
776	12		1603355393.0
777	10		1603355394.0
778	12		1603355393.0
779	5156		1603355393.0
780	12		1603355393.0
781	12		1603355393.0
782	5158		1603355393.0
783	800		1603355394.0
784	12		1603355393.0
785	5156		1603355393.0
786	12		1603355393.0
787	4625	pgustavo	1603355393.0
788	12		1603355393.0
789	4625	pgustavo	1603355393.0
790	12		1603355393.0
791	4625	pgustavo	1603355393.0
792	12		1603355393.0
793	4625	pgustavo	1603355393.0
794	12		1603355393.0
795	4625	pgustavo	1603355393.0
796	12		1603355393.0
797	4625	pgustavo	1603355393.0
798	4105		1603355394.0
799	12		1603355393.0
800	800		1603355394.0
801	4106		1603355394.0
802	4625	pgustavo	1603355393.0
803	12		1603355393.0
804	4105		1603355394.0
805	12		1603355393.0
806	4106		1603355394.0
807	12		1603355393.0
808	4688	WORKSTATION5$	1603355393.0
809	12		1603355393.0
810	4103		1603355394.0
811	4690	WORKSTATION5$	1603355393.0
812	12		1603355393.0
813	4105		1603355394.0
814	4658	WORKSTATION5$	1603355393.0
815	12		1603355393.0
816	4103		1603355394.0
817	4656	WORKSTATION5$	1603355393.0
818	12		1603355393.0
819	4104		1603355394.0
820	4663	WORKSTATION5$	1603355393.0
821	12		1603355393.0
822	4105		1603355394.0
823	4658	WORKSTATION5$	1603355393.0
824	12		1603355393.0
825	4103		1603355394.0
826	12		1603355393.0
827	5158		1603355393.0
828	4106		1603355394.0
829	12		1603355393.0
830	5156		1603355393.0
831	4103		1603355394.0
832	5158		1603355394.0
833	7		1603355393.0
834	4106		1603355394.0
835	5156		1603355394.0
836	12		1603355393.0
837	4103		1603355394.0
838	4670	WORKSTATION5$	1603355394.0
839	12		1603355393.0
840	4104		1603355394.0
841	4688	WORKSTATION5$	1603355394.0
842	7		1603355393.0
843	4105		1603355394.0
844	5158		1603355394.0
845	12		1603355393.0
846	4106		1603355394.0
847	5156		1603355394.0
848	4103		1603355394.0
849	12		1603355393.0
850	12		1603355393.0
851	4104		1603355394.0
852	5158		1603355394.0
853	12		1603355393.0
854	4105		1603355394.0
855	5156		1603355394.0
856	4103		1603355394.0
857	12		1603355393.0
858	4690	WORKSTATION5$	1603355394.0
859	4106		1603355394.0
860	12		1603355393.0
861	4658	WORKSTATION5$	1603355394.0
862	12		1603355393.0
863	4103		1603355394.0
864	4656	WORKSTATION5$	1603355394.0
865	12		1603355393.0
866	4663	WORKSTATION5$	1603355394.0
867	4104		1603355394.0
868	4658	WORKSTATION5$	1603355394.0
869	12		1603355393.0
870	4105		1603355394.0
871	5158		1603355394.0
872	12		1603355393.0
873	4106		1603355394.0
874	5156		1603355394.0
875	12		1603355393.0
876	4103		1603355394.0
877	5158		1603355394.0
878	12		1603355393.0
879	5156		1603355394.0
880	12		1603355393.0
881	12		1603355393.0
882	12		1603355393.0
883	800		1603355394.0
884	12		1603355393.0
885	800		1603355394.0
886	12		1603355393.0
887	7		1603355393.0
888	12		1603355393.0
889	12		1603355393.0
890	800		1603355394.0
891	4104		1603355394.0
892	12		1603355393.0
893	4105		1603355394.0
894	12		1603355393.0
895	800		1603355394.0
896	4103		1603355394.0
897	800		1603355394.0
898	12		1603355393.0
899	4105		1603355394.0
900	12		1603355393.0
901	12		1603355393.0
902	800		1603355394.0
903	4106		1603355394.0
904	4103		1603355394.0
905	800		1603355394.0
906	12		1603355393.0
907	12		1603355393.0
908	4103		1603355394.0
909	12		1603355393.0
910	12		1603355393.0
911	12		1603355393.0
912	12		1603355393.0
913	12		1603355393.0
914	12		1603355393.0
915	12		1603355393.0
916	12		1603355393.0
917	12		1603355393.0
918	12		1603355393.0
919	12		1603355393.0
920	12		1603355393.0
921	12		1603355393.0
922	12		1603355393.0
923	12		1603355393.0
924	12		1603355393.0
925	12		1603355393.0
926	800		1603355394.0
927	12		1603355393.0
928	12		1603355393.0
929	12		1603355393.0
930	12		1603355393.0
931	12		1603355393.0
932	12		1603355393.0
933	12		1603355393.0
934	12		1603355393.0
935	12		1603355393.0
936	12		1603355393.0
937	12		1603355393.0
938	12		1603355393.0
939	12		1603355393.0
940	5156		1603355393.0
941	12		1603355393.0
942	12		1603355393.0
943	4672	pgustavo	1603355393.0
944	4624	-	1603355393.0
945	12		1603355393.0
946	4627	-	1603355393.0
947	12		1603355393.0
948	12		1603355393.0
949	4104		1603355394.0
950	5156		1603355393.0
951	5156		1603355393.0
952	4104		1603355394.0
953	12		1603355393.0
954	5156		1603355393.0
955	12		1603355393.0
956	4105		1603355394.0
957	4672	pgustavo	1603355393.0
958	4103		1603355394.0
959	12		1603355393.0
960	4624	-	1603355393.0
961	4106		1603355394.0
962	12		1603355393.0
963	4627	-	1603355393.0
964	4103		1603355394.0
965	12		1603355393.0
966	4106		1603355394.0
967	4690	MORDORDC$	1603355393.0
968	12		1603355393.0
969	4103		1603355394.0
970	4658	MORDORDC$	1603355393.0
971	12		1603355393.0
972	12		1603355393.0
973	4656	MORDORDC$	1603355393.0
974	4103		1603355394.0
975	4658	MORDORDC$	1603355393.0
976	4103		1603355394.0
977	12		1603355393.0
978	4690	MORDORDC$	1603355393.0
979	4103		1603355394.0
980	12		1603355393.0
981	4658	MORDORDC$	1603355393.0
982	12		1603355393.0
983	4105		1603355394.0
984	800		1603355394.0
985	12		1603355393.0
986	4656	MORDORDC$	1603355393.0
987	4663	MORDORDC$	1603355393.0
988	12		1603355393.0
989	4658	MORDORDC$	1603355393.0
990	12		1603355393.0
991	5156		1603355393.0
992	12		1603355393.0
993	4690	MORDORDC$	1603355393.0
994	4658	MORDORDC$	1603355393.0
995	12		1603355393.0
996	4656	MORDORDC$	1603355393.0
997	12		1603355393.0
998	12		1603355393.0
999	4658	MORDORDC$	1603355393.0
1000	12		1603355393.0
1001	4690	MORDORDC$	1603355393.0
1002	4658	MORDORDC$	1603355393.0
1003	12		1603355393.0
1004	12		1603355393.0
1005	4656	MORDORDC$	1603355393.0
1006	12		1603355393.0
1007	4658	MORDORDC$	1603355393.0
1008	12		1603355393.0
1009	4673	MORDORDC$	1603355393.0
1010	5158		1603355393.0
1011	12		1603355393.0
1012	5158		1603355393.0
1013	12		1603355393.0
1014	12		1603355393.0
1015	5156		1603355393.0
1016	12		1603355393.0
1017	5156		1603355393.0
1018	12		1603355393.0
1019	4776		1603355393.0
1020	12		1603355393.0
1021	4690	MORDORDC$	1603355393.0
1022	12		1603355393.0
1023	4658	MORDORDC$	1603355393.0
1024	12		1603355393.0
1025	4656	MORDORDC$	1603355393.0
1026	12		1603355393.0
1027	4658	MORDORDC$	1603355393.0
1028	12		1603355393.0
1029	4690	MORDORDC$	1603355393.0
1030	12		1603355393.0
1031	4658	MORDORDC$	1603355393.0
1032	12		1603355393.0
1033	12		1603355393.0
1034	4656	MORDORDC$	1603355393.0
1035	12		1603355393.0
1036	4658	MORDORDC$	1603355393.0
1037	4690	MORDORDC$	1603355393.0
1038	12		1603355393.0
1039	12		1603355393.0
1040	4658	MORDORDC$	1603355393.0
1041	4656	MORDORDC$	1603355393.0
1042	12		1603355393.0
1043	4658	MORDORDC$	1603355393.0
1044	12		1603355393.0
1045	4776		1603355393.0
1046	12		1603355393.0
1047	4776		1603355393.0
1048	12		1603355393.0
1049	12		1603355393.0
1050	4776		1603355393.0
1051	4690	MORDORDC$	1603355393.0
1052	12		1603355393.0
1053	12		1603355393.0
1054	4658	MORDORDC$	1603355393.0
1055	12		1603355393.0
1056	4656	MORDORDC$	1603355393.0
1057	12		1603355393.0
1058	4663	MORDORDC$	1603355393.0
1059	4658	MORDORDC$	1603355393.0
1060	12		1603355393.0
1061	4690	MORDORDC$	1603355393.0
1062	12		1603355393.0
1063	4658	MORDORDC$	1603355393.0
1064	12		1603355393.0
1065	4656	MORDORDC$	1603355393.0
1066	12		1603355393.0
1067	4663	MORDORDC$	1603355393.0
1068	12		1603355393.0
1069	12		1603355393.0
1070	4658	MORDORDC$	1603355393.0
1071	4776		1603355393.0
1072	12		1603355393.0
1073	4776		1603355393.0
1074	12		1603355393.0
1075	800		1603355394.0
1076	4776		1603355393.0
1077	800		1603355394.0
1078	12		1603355393.0
1079	4690	MORDORDC$	1603355393.0
1080	12		1603355393.0
1081	800		1603355394.0
1082	12		1603355393.0
1083	800		1603355394.0
1084	4658	MORDORDC$	1603355393.0
1085	12		1603355393.0
1086	800		1603355394.0
1087	4656	MORDORDC$	1603355393.0
1088	12		1603355393.0
1089	800		1603355394.0
1090	4663	MORDORDC$	1603355393.0
1091	800		1603355394.0
1092	12		1603355393.0
1093	4658	MORDORDC$	1603355393.0
1094	4690	MORDORDC$	1603355393.0
1095	800		1603355394.0
1096	12		1603355393.0
1097	800		1603355394.0
1098	12		1603355393.0
1099	4658	MORDORDC$	1603355393.0
1100	4656	MORDORDC$	1603355393.0
1101	800		1603355394.0
1102	12		1603355393.0
1103	12		1603355393.0
1104	800		1603355394.0
1105	4663	MORDORDC$	1603355393.0
